All event log messages.
Date:	2011-02-18 21:28:31
System Name:	Sys510FC_CMU
Controller Name:	192.168.1.99
Controller Id	14M-51726

RobotWare:	5.10.0146
Key:	uCnQJIon7ssNpppwnCp1ooodoolpC
Options:	
	RW Control module key
	RobotWare OS and English
	709-x DeviceNet
		709-1 Master/Slave Single
		608-1 World Zones
		609-1 Fixed Position Events
		613-1 Collision Detection
		616-1 PC Interface
		617-1 FlexPendant Interface
		620-1 File and Serial Channel Handling
		672-1 Socket Messaging
		621-1 Logical Cross Connections
		622-1 Analog Signal Interrupt
		623-1 Multitasking
		626-1 Advanced RAPID
		661-2 Assembly FC
		Robot Reference Inteface

DriveModule1
Key:	Fy6929qjV5M
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140 Type C
			140 Type C
			Add axes IRB/drive module 140/1400
				R2C4 Add drive 3 x U or prepared
					No drive in pos Z4



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
59942     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 305 vsn_ctrl_dispose(): Failed to save settings to file Settings.xml	{args: "gsictrl.cpp 305 vsn_ctrl_dispose(): Failed to save settings to file Settings.xml"}
59943     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 207 gsictrlts_main(), Failed to dispose control task object	{args: "gsictrl.cpp 207 gsictrlts_main(), Failed to dispose control task object"}
59965     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:07 	fc_application.c 191 Max force limited to robot default load times gravity constant	{args: "fc_application.c 191 Max force limited to robot default load times gravity constant"}
59973     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found	{args: "streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found"}
59974     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 962 ControlTask::LoadSettings(), Failed to load document GSI/Settings.xml	{args: "gsictrl.cpp 962 ControlTask::LoadSettings(), Failed to load document GSI/Settings.xml"}
59975     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 252 ControlTask::Initialize(), Failed to load setting file Settings.xml	{args: "gsictrl.cpp 252 ControlTask::Initialize(), Failed to load setting file Settings.xml"}
59976     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 146 gsictrlts_main(), vsn_ctrl_initialize failed: -1	{args: "gsictrl.cpp 146 gsictrlts_main(), vsn_ctrl_initialize failed: -1"}
59980     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found	{args: "streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found"}
59981     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 1027 ControlTask::SaveSettings(), Failed to create the internal settings file GSI/Settings.xml	{args: "gsictrl.cpp 1027 ControlTask::SaveSettings(), Failed to create the internal settings file GSI/Settings.xml"}
59982     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 305 vsn_ctrl_dispose(): Failed to save settings to file Settings.xml	{args: "gsictrl.cpp 305 vsn_ctrl_dispose(): Failed to save settings to file Settings.xml"}
59983     	E   	Internal            	100000  	Internal error                          	2011-02-18 19:55:24 	gsictrl.cpp 207 gsictrlts_main(), Failed to dispose control task object	{args: "gsictrl.cpp 207 gsictrlts_main(), Failed to dispose control task object"}
60014     	E   	Internal            	100000  	Internal error                          	2011-02-18 20:34:05 	rlsocketts.c 3758 Error in ReceiveSelect(), select() failed: -1, ipc_slot: 120	{args: "rlsocketts.c 3758 Error in ReceiveSelect(), select() failed: -1, ipc_slot: 120"}
60015     	E   	Internal            	100000  	Internal error                          	2011-02-18 20:34:05 	rlsocketts.c 560 Error in rlsocketts_rec_main(), PollReceive() failed: -1	{args: "rlsocketts.c 560 Error in rlsocketts_rec_main(), PollReceive() failed: -1"}
60110     	E   	Internal            	100000  	Internal error                          	2011-02-18 21:10:14 	rlsocketts.c 3758 Error in ReceiveSelect(), select() failed: -1, ipc_slot: 120	{args: "rlsocketts.c 3758 Error in ReceiveSelect(), select() failed: -1, ipc_slot: 120"}
60111     	E   	Internal            	100000  	Internal error                          	2011-02-18 21:10:14 	rlsocketts.c 560 Error in rlsocketts_rec_main(), PollReceive() failed: -1	{args: "rlsocketts.c 560 Error in rlsocketts_rec_main(), PollReceive() failed: -1"}
