All event log messages.
Date:	2016-10-17 12:18:54
System Name:	MCube6.03
Controller Name:	192.168.1.2
Controller Id	120-502362

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	623-1 Multitasking
	604-1 MultiMove Coordinated
	623-1 Multitasking
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input

Robot1
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600

Robot2
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2797083   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 11:00:53 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/103	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/103", "ERR_COMM_INIT"}
2797084   	E   	Process             	112600  	Init of communication interface failed  	2016-10-17 11:00:53 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/103	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/103", "ERR_COMM_INIT"}
2797085   	E   	Program             	40228   	Execution error                         	2016-10-17 11:00:53 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
2797086   	I   	Operational         	10020   	Execution error state                   	2016-10-17 11:00:53 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
2797087   	I   	Operational         	10126   	Program stopped                         	2016-10-17 11:00:53 	The task T_ROB1 has stopped. The reason is that an error has occurred. 	{args: "1", "T_ROB1"}
2797088   	W   	Program             	41595   	Socket error                            	2016-10-17 11:01:03 	Task: LOGGER1.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER1", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.125.100:55940:0.000000"}
2797089   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:01:03 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2797090   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:01:03 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2797091   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:01:03 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
2797092   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:01:24 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2797093   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:01:24 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2797094   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:01:24 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2797095   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:01:24 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2797096   	I   	Operational         	10021   	Execution error reset                   	2016-10-17 11:01:24 	 The program execution in task T_ROB1 has left a spontaneous error state. 	{args: "1", "T_ROB1"}
2797097   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:01:25 	A regain movement has started.	{args: "0"}
2797098   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:01:25 	The regain movement is ready.	{args: "0"}
2797099   	I   	Operational         	10151   	Program started                         	2016-10-17 11:01:25 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2797100   	I   	Operational         	10151   	Program started                         	2016-10-17 11:01:25 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2797101   	I   	Operational         	10151   	Program started                         	2016-10-17 11:01:25 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2797102   	I   	Operational         	10151   	Program started                         	2016-10-17 11:01:25 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3106403   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:06:52 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3106404   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:06:52 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3106421   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:06:52 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3106422   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:06:52 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3163603   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:07:50 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3163628   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:07:50 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3163633   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:07:50 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3163634   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:07:50 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3165159   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:07:51 	A regain movement has started.	{args: "0"}
3165160   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:07:51 	The regain movement is ready.	{args: "0"}
3165161   	I   	Operational         	10151   	Program started                         	2016-10-17 11:07:51 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3165162   	I   	Operational         	10151   	Program started                         	2016-10-17 11:07:51 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3165163   	I   	Operational         	10151   	Program started                         	2016-10-17 11:07:51 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3165164   	I   	Operational         	10151   	Program started                         	2016-10-17 11:07:51 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3224993   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:08:52 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3224994   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:08:52 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3225007   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:08:52 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3225008   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:08:52 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3228185   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:08:55 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3228214   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:08:55 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3228215   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:08:55 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3228216   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:08:55 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3229261   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:08:56 	A regain movement has started.	{args: "0"}
3229262   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:08:56 	The regain movement is ready.	{args: "0"}
3229263   	I   	Operational         	10151   	Program started                         	2016-10-17 11:08:56 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3229264   	I   	Operational         	10151   	Program started                         	2016-10-17 11:08:56 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3229265   	I   	Operational         	10151   	Program started                         	2016-10-17 11:08:56 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3229266   	I   	Operational         	10151   	Program started                         	2016-10-17 11:08:56 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3339759   	W   	Program             	41595   	Socket error                            	2016-10-17 11:10:47 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41145:8388608.000000"}
3348512   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:10:56 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3348513   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:10:56 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3348526   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:10:56 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3348527   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:10:56 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3351700   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:10:59 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3351725   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:10:59 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3351730   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:10:59 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3351731   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:10:59 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3352920   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:11:01 	A regain movement has started.	{args: "0"}
3352921   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:11:01 	The regain movement is ready.	{args: "0"}
3352922   	I   	Operational         	10151   	Program started                         	2016-10-17 11:11:01 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3352923   	I   	Operational         	10151   	Program started                         	2016-10-17 11:11:01 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3352924   	I   	Operational         	10151   	Program started                         	2016-10-17 11:11:01 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3352925   	I   	Operational         	10151   	Program started                         	2016-10-17 11:11:01 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3510442   	W   	Program             	41595   	Socket error                            	2016-10-17 11:13:39 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41568:8388608.000000"}
3515759   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:13:45 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3515760   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:13:45 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3515773   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:13:45 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3515774   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:13:45 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3528615   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:13:58 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3528640   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:13:58 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3528645   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:13:58 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3528646   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:13:58 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3529591   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:13:59 	A regain movement has started.	{args: "0"}
3529592   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:13:59 	The regain movement is ready.	{args: "0"}
3529593   	I   	Operational         	10151   	Program started                         	2016-10-17 11:13:59 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3529594   	I   	Operational         	10151   	Program started                         	2016-10-17 11:13:59 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3529599   	I   	Operational         	10151   	Program started                         	2016-10-17 11:13:59 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3529600   	I   	Operational         	10151   	Program started                         	2016-10-17 11:13:59 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3582097   	W   	Program             	41595   	Socket error                            	2016-10-17 11:14:52 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41933:8388608.000000"}
3582098   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:14:52 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3582099   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:14:52 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3582112   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:14:52 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3582113   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:14:52 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3585366   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:14:55 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3585391   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:14:55 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3585396   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:14:55 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3585397   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:14:55 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3589758   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:14:59 	A regain movement has started.	{args: "0"}
3589763   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:14:59 	The regain movement is ready.	{args: "0"}
3589764   	I   	Operational         	10151   	Program started                         	2016-10-17 11:14:59 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3589765   	I   	Operational         	10151   	Program started                         	2016-10-17 11:14:59 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3589766   	I   	Operational         	10151   	Program started                         	2016-10-17 11:14:59 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3589767   	I   	Operational         	10151   	Program started                         	2016-10-17 11:14:59 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
3830504   	W   	Program             	41595   	Socket error                            	2016-10-17 11:19:02 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:33906:0.000000"}
3935461   	W   	Program             	41595   	Socket error                            	2016-10-17 11:20:48 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:34300:0.000000"}
3935462   	W   	Program             	41595   	Socket error                            	2016-10-17 11:20:48 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::42538:8388608.000000"}
3942967   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:20:55 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
3942968   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:20:55 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
3942981   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:20:55 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
3942982   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:20:55 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
3946155   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:20:58 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
3946180   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:20:59 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
3946185   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:20:59 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
3946186   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:20:59 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
3947759   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:21:00 	A regain movement has started.	{args: "0"}
3947764   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:21:00 	The regain movement is ready.	{args: "0"}
3947765   	I   	Operational         	10151   	Program started                         	2016-10-17 11:21:00 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
3947766   	I   	Operational         	10151   	Program started                         	2016-10-17 11:21:00 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
3947767   	I   	Operational         	10151   	Program started                         	2016-10-17 11:21:00 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
3947768   	I   	Operational         	10151   	Program started                         	2016-10-17 11:21:00 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
4044649   	W   	Program             	41595   	Socket error                            	2016-10-17 11:22:38 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:34613:0.000000"}
4076706   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:23:10 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
4076707   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:23:10 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
4076724   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:23:10 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
4076725   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:23:10 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
4137506   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:24:11 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
4147649   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:24:20 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
4147710   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:24:20 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
4147736   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:24:20 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
4149847   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:24:21 	A regain movement has started.	{args: "0"}
4149853   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:24:21 	The regain movement is ready.	{args: "0"}
4149854   	I   	Operational         	10151   	Program started                         	2016-10-17 11:24:21 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
4149855   	I   	Operational         	10151   	Program started                         	2016-10-17 11:24:21 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
4149856   	I   	Operational         	10151   	Program started                         	2016-10-17 11:24:21 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
4149857   	I   	Operational         	10151   	Program started                         	2016-10-17 11:24:21 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
4162500   	E   	Process             	112602  	Communication interface error.          	2016-10-17 11:24:32 	There is an error detected in the communication with the external system. 	{args: }
4207085   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:25:16 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
4207086   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:25:16 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
4207099   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:25:16 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
4207100   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:25:16 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
4272705   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:26:23 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
4275062   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:26:25 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
4275103   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:26:25 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
4275112   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:26:25 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
4280717   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:26:31 	A regain movement has started.	{args: "0"}
4280718   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:26:31 	The regain movement is ready.	{args: "0"}
4280719   	I   	Operational         	10151   	Program started                         	2016-10-17 11:26:31 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
4280720   	I   	Operational         	10151   	Program started                         	2016-10-17 11:26:31 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
4280721   	I   	Operational         	10151   	Program started                         	2016-10-17 11:26:31 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
4280726   	I   	Operational         	10151   	Program started                         	2016-10-17 11:26:31 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
4385015   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:28:16 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
4385016   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:28:16 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
4385033   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:28:16 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
4385034   	I   	Operational         	10125   	Program stopped                         	2016-10-17 11:28:16 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
4410039   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:28:41 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
4410068   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:28:41 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
4410069   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:28:41 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
4410074   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 11:28:41 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
4410719   	I   	Operational         	10052   	Regain start                            	2016-10-17 11:28:42 	A regain movement has started.	{args: "0"}
4410720   	I   	Operational         	10053   	Regain ready                            	2016-10-17 11:28:42 	The regain movement is ready.	{args: "0"}
4410721   	I   	Operational         	10151   	Program started                         	2016-10-17 11:28:42 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
4410722   	I   	Operational         	10151   	Program started                         	2016-10-17 11:28:42 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
4410723   	I   	Operational         	10151   	Program started                         	2016-10-17 11:28:42 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
4410724   	I   	Operational         	10151   	Program started                         	2016-10-17 11:28:42 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
4631592   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 11:32:24 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/103	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/103", "ERR_COMM_INIT"}
